id,name,fold,tstat,pvalue,anova,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,b1,bcg,ppd,T035B1_not_identified,T090B1_not_identified,T142B1_not_identified,T163B1_not_identified,T164B1_not_identified,T165B1_not_identified,T035BCG_not_identified,T090BCG_not_identified,T142BCG_not_identified,T163BCG_not_identified,T164BCG_not_identified,T165BCG_not_identified,T090PPD_not_identified,T142PPD_not_identified,T163PPD_not_identified,T164PPD_not_identified,T165PPD_not_identified,isotopes
1179,M857T7999,2.91819099283189,1.07216152339377,0.327929438480468,0.410441785181825,856.932730320006,856.931793623106,856.933485587224,7998.7845,7989.6342,8007.2892,6,3,3,0,644033.018033974,1148750.99875605,993001.364668273,11790035.9782533,11085440.8028589,4838793.10627513,1253727.72796203,490192.367677973,18316751.7280009,56336081.1190227,55117.6776493065,12553115.9461075,596961.964638032,0,12319623.3678639,10931204.2741344,3762204.14925552,
1180,M539T5726,9.7558967772681,1.08285955998493,0.328201791635994,0.482435335636852,539.269406804687,539.268408120401,539.270217153965,5726.32128,5721.1485,5726.68206,3,0,3,0,7059471.21709969,8520918.32265188,12731277.0663848,8701624.51705253,361734.40345255,2923427.02162813,2448630.65947322,4349737.437929,11065883.205521,36043905.300924,3553654.54623878,335685732.194469,5540449.33252765,1226949.85053644,808442.552762744,12705010.2277177,719924851.114427,
1181,M578T6462,2.20870194389177,-1.06135070194171,0.328382225784828,0.156141948781822,578.291841096259,578.291204620486,578.292821490874,6462.39,6455.3982,6463.9836,3,0,0,3,5888245.18125008,4206488.55216296,2446756.54677766,2162615.14416906,27475262.2311246,6293172.97939976,3020837.04948865,3080585.3568565,3089134.94598365,1173084.84957621,10166077.4786602,1416446.83091743,21128100.6494185,2609445.73039635,35020430.5979389,15368052.7257336,3022609.57879219,
1182,M882T7058,5.4368610899015,1.07851146964071,0.328464565901669,0.398913454130641,882.389949085717,882.38946204718,882.391790888657,7057.6074,7049.1834,7064.5188,5,1,3,1,5013776.64210937,922097.108796885,401021.844417843,19009386.2818055,2839190.27953908,3136290.1684156,7313996.05273258,134659376.938238,1601830.41743439,9088540.67359878,8471532.09144486,9156794.67894535,9612458.14722489,237303.132659358,5617989.15289064,9226704.27602251,10131669.7293328,
1183,M552T3923,2.05981641349945,1.03382152847077,0.328636162808744,0.455779744863452,552.282935823403,552.282328942976,552.28315622457,3922.61346,3921.11028,3924.86598,3,0,3,0,21777130.4047481,16409429.3015022,13355924.1618104,7568589.02901139,5205176.93033417,116935765.015293,3882747.60432917,13318274.3257778,1871308.49845828,139251542.051942,114334737.07199,100687265.600342,80475056.7053411,1789426.47965905,4379449.11628214,24926040.5114707,42425115.9902181,
1184,M550T6128,4.56400110840059,1.07623009545333,0.329156661842916,0.359936843181596,549.815303446183,549.814554760263,549.815375768557,6128.1624,6120.6942,6135.8502,4,1,3,0,1989375.55180777,9586259.96218772,56995451.0830855,14372677.7571071,115715.983946545,28505036.3389358,1331108.06228859,18068405.0118583,1262758.04050676,385005582.482012,71137628.8570397,32375095.3186198,1053972.43044857,4465934.31970553,143905.707699698,20629091.2817092,45389097.4975044,
1185,M641T6340_2,1.74206065025755,1.03733230548156,0.329214934331547,0.268614211114281,640.820617753288,640.820185144934,640.820926933983,6339.5079,6338.3562,6340.5858,4,0,1,3,95466685.3306958,66908935.9025668,124014397.592959,3164555.89519364,4202699.12133734,34795588.4115816,48686660.6669065,43563640.6536066,7544997.26979616,236981255.018024,127282646.274994,108299812.979436,96485582.2822577,939903.56425988,1807340.63943609,387322335.725889,422378073.532551,
1186,M568T7288,2.64438228189619,1.04828886829691,0.329233410946614,0.525839377762902,568.299498712252,568.297570682821,568.301573813487,7288.2972,7284.4566,7292.7876,5,1,3,1,211834.264057367,9461675.5578454,162043.849305773,4005255.30485302,240820.782648221,114999.202097222,4649297.70406385,21214307.3695309,10095885.8369499,15374.9226880624,0,1566448.25337975,15457935.3161851,14977418.4237489,1085955.18769268,350166.950774392,1058433.52189909,
1187,M481T1399,11.0530559262552,1.07816400447459,0.329867557549147,0.289649547372502,480.522332096853,480.521221425994,480.523316515259,1399.22472,1395.81978,1402.01766,4,0,1,3,254884.597643903,444897.389783589,2599841.34919449,418131.599333453,1436410.56486081,8254855.34683185,1924903.05246578,6512658.58197433,248970.185758312,433937.625711238,10718779.1973976,128371408.702069,5476823.14086932,91882.484333693,2596253.16270101,71942733.7107434,338374679.057308,
1188,M380T1407,12.043366750451,1.07698767768455,0.330507244436348,0.473869967752971,379.536027070633,379.534233324857,379.536145419389,1406.67303,1402.7412,1410.58686,6,0,3,3,204371.675578375,3618395.20553626,2577349.00501025,775503.10080963,417158.90170738,291878.061518528,83044945.2543615,2515246.48781142,4958968.89201865,10080.5308195329,1102417.05225823,3326145.09163847,23546696.1338873,1386136.04700323,547174.30703824,1013247.64774471,2842036.75973188,
1189,M920T4601,2.30908832351964,1.04587420101609,0.330519855094183,0.452802426025659,920.103489974074,920.103199589379,920.103542344424,4600.851,4596.55932,4602.50742,3,0,3,0,23751764.8201233,52385958.5179271,0,15394258.5397207,4139563.87295736,0,84284386.9427449,96837563.2285794,39563110.3478034,228988.666954678,0,0,55987839.3872327,12319187.6164778,11595306.2352535,0,0,
1190,M486T5761,3.18278743516496,1.05814790266238,0.330536453070231,0.315921799475614,486.240131403735,486.238362653553,486.240263088823,5760.54132,5757.036,5762.96856,3,0,3,0,474571.064440644,863220.518973056,7149587.8632014,1318307.40821816,263692.150704238,317631.877019944,649372.921333068,988546.802760934,2968705.99046789,22192809.8405119,1340991.16275407,4919221.00809764,1439100.0573678,383994.33853257,596838.689434912,331888.078613192,1796571.23255511,
1191,M592T7839,27.2766187890883,1.07725208411674,0.330537560224418,0.367161005918605,592.002607880742,591.999789211646,592.004081815893,7838.9514,7833.1878,7845.0918,6,2,3,1,2837327.26806232,1333554.65266656,101618.718701463,1235711.30819715,6445023.12498356,86058.7959210194,24721580.2286673,1376393.2429274,298638918.995842,0,88961.4896102213,3565375.38471076,1973735.0337428,332715.154339355,144087.294239527,72981.8357815451,523348.336769259,
1192,M678T1329,3.08387306312362,1.06156360457197,0.330596341343353,0.286990643378717,677.662532845738,677.662395964598,677.662666919915,1329.42978,1326.2298,1334.59998,6,1,2,3,2162213.86185514,0,2401458.96323515,0,0,5683516.81796878,18698892.3034272,0,0,4009.30545736447,1676355.20562917,11221775.2984355,13600511.2352377,65724.2059480311,0,12866269.9227693,12836275.7720601,
1193,M500T1323,22.9900320790976,1.07642478458128,0.330850555889219,0.451203722997697,499.531222047367,499.531140916526,499.531351689036,1322.94621,1318.05924,1328.37888,4,0,1,3,0,18580.8840710601,948823.565126721,0,261260.958409774,703877.164092533,53318.4903592493,218528.90544457,543617.045124027,311992.118184416,3089592.5141714,40212166.6443232,3664078.61618388,205614.454036152,194478.939682553,6201195.79737061,44992013.0920038,
1194,M829T8083,2.48822788184895,1.04432168168194,0.331052998952828,0.476284947503892,828.778690014519,828.778479798853,828.778764015349,8083.2408,8082.222,8088.6234,3,0,3,0,335652.491736019,959413.092599351,1102123.95837363,9512014.07248136,329271.354871266,18329233.251635302,615224.880852051,317557.922809813,20550.8291246058,29491592.9672605,36257804.974715,9356692.30668784,255107.870932968,229024.785986556,2283213.17556431,18914253.4831146,7645848.20319712,
1195,M437T5094,1.89365498979558,-1.04556739125596,0.331097479859923,0.158638543899771,437.274454933704,437.273869863079,437.274536987106,5094.17808,5089.24428,5098.28154,6,3,3,0,15903578.0892105,56309708.5068857,29179739.0876357,23338223.7375618,209999.121518114,111579114.573268,12093389.529846,11903167.833971,4867627.90468052,18638387.5156287,54458422.7122417,22940512.1122659,6592221.65241525,3064036.87494316,183091.041662696,15606969.3745901,10267301.8056118,
1196,M495T1349_2,1.85559836079271,1.03687266669969,0.331291119204211,0.539890180137591,494.85947863813,494.859343121443,494.860020143781,1349.36751,1344.5487,1352.42298,4,0,1,3,1110981.05201437,8053872.69255034,2672142.10552088,14540425.0252175,7412176.82562186,144377.987999317,14069799.1732691,9542022.7399818,28264397.2824611,0,2620163.66554794,8471446.80228778,3181785.59975811,10345647.6076474,8577838.0421179,3929876.47930253,16534510.8508865,
1197,M830T6236,4.609289507622,1.05979886240858,0.33135483196017,0.385071205495615,830.468312423996,830.468151083988,830.469310828495,6236.4822,6232.7088,6238.8384,3,0,3,0,0,0,479611.167337735,0,0,7558474.23630224,0,0,0,6874770.75886506,27419258.5319485,2755833.42155369,0,0,0,4044542.63754692,1984814.31700198,
1198,M489T1348_1,7.08831425674898,-1.07184990045294,0.331715306156523,0.452935680843993,488.521648087984,488.521536611722,488.521892652264,1348.22274,1342.10034,1352.42298,5,0,2,3,206109.232856852,30034.6364856161,100204445.795073,247819.83623923,22072261.9911587,265612.540764583,353188.370128514,2443809.57725863,143656.635326356,331207.020831494,2653664.17275975,11430686.092468,2484718.37616064,1349758.93839877,9557778.25516019,4577253.89776814,19084604.8658375,
1199,M501T1555,1.96725363161167,1.05664149102305,0.332021247694387,0.378256840201858,501.266647932923,501.265975171105,501.267921320444,1555.12095,1549.43586,1563.0711,4,0,1,3,332658.770176483,3736154.85598671,3846407.94068683,4363107.27264913,801236.83021637,2641689.75083471,5826026.46231438,2726383.24686565,15837038.8812477,14894.7716402207,4713942.26231323,1809411.19519098,8123186.91784324,7459391.63910573,3523111.2056598,3758504.47092143,4639462.78932654,
1200,M647T6340,5.98008092712825,-1.07194487848563,0.332205707522058,0.487647429342998,646.809058319302,646.808491264822,646.81051034345,6339.8523,6337.1148,6346.0752,6,1,2,3,64787928.0640785,2400426.89528119,877449.066509546,2804311.64963305,8889861.92677,465073.772394892,5118127.18083011,373442.064321425,1124148.26962964,4112775.52944097,1845678.07014772,841207.766329119,4380735.36311735,1429287.05644686,20012725.7989057,6564525.66057429,5962022.9354748,
1201,M908T3198,6.15652117043692,-1.064619501527,0.332262182633589,0.318853365020108,907.925659431083,907.924801953723,907.926858483982,3198.26388,3191.71314,3206.82972,4,3,1,0,186907.592836124,0,13948696.2714653,291079026.846264,0,1136360767.79384,69571.5585138036,332039.511503489,0,226073473.544721,4765514.79963565,2913618.29980077,946283.901412498,0,0,0,0,
1202,M719T1304,2.93643252141685,-1.0647390091933,0.332304229518923,0.551356045273519,718.7900905109,718.789563002984,718.791006783818,1304.28144,1294.56816,1307.7063,8,2,2,3,486490.728153789,364352.27401289,0,27157779.7948379,24497376.3597811,623981.994744375,4750537.53107361,1529462.51445656,7154668.10233885,1231130.3522149,60117.6958668945,3367460.97652868,6036668.92647255,1196936.83554088,28627232.952253,2669041.1612271,4121360.84904343,
1203,M453T5383,2.45482818522946,1.03357708620642,0.332347310640737,0.533185901035689,453.270700237021,453.269755245077,453.270743116296,5382.58239,5377.60746,5386.98486,4,1,3,0,5209310.5508888,469477.318735954,115967046.852664,697827.493595039,11507512.9978199,303346000.872593,1453770.23891353,221468.142625342,296582.318652588,397247642.904887,493255093.459822,180769393.294466,3858178.84218983,1569757.98758197,6922352.28190492,247557920.318343,238899408.520983,
1204,M541T1396,8.64704388830034,1.07116520765385,0.332547000353185,0.490570434029893,540.946351750915,540.946278212362,540.947552549465,1396.28412,1390.91172,1402.01766,7,2,2,3,40282209.5834628,70413.6938692282,7698266.31484245,15171522.445227,835439.127402966,5604368.0513803,508225221.004592,48440.0891269773,1800688.66233984,6698.85668949544,8135078.73591583,84156139.5700851,141121509.773714,1014606.96178743,406762.773007501,57422829.1503337,100563538.789241,
1205,M470T4809,2.51300230104126,1.03046135456788,0.332698553024501,0.446625855750408,469.733543326569,469.733036900934,469.734013306575,4808.78028,4800.13734,4814.9286,6,2,3,1,1339497.03413944,613865.557361622,66559921.6250126,120341.037296234,676616.858160898,213262675.085359,1905666.22762437,189275.005337841,15568636.4095706,277975494.191057,324443462.129751,90023857.1654895,1284088.5464075,5189995.8866661,824726.12451447,328093980.661624,590409294.105635,
1206,M481T1398_1,3.64161960896247,1.06612556503507,0.332929098092234,0.501482473113683,480.913405019333,480.912928428238,480.9137610169,1398.06084,1395.3441,1403.0349,5,1,1,3,81478.356663202,1792660.56451987,2384512.30437895,354346.401435848,525565.808375234,3580543.88704315,632284.966079877,3285178.54904195,836375.14757144,119768.233369992,4101133.8472098,22776931.4546862,7459887.60139273,507851.612642922,1184451.42746185,2692664.966618,7916941.07333229,
1207,M597T6732,1.70273607121085,1.01806029186474,0.332966065831399,0.0155242512696405,596.624401302662,596.622951842688,596.625279539479,6731.9946,6726.84,6737.6124,4,0,1,3,2598196.29332606,6350560.15935545,11737222.6445374,551021.380575455,28671271.8316103,1043028.72143174,6643439.98352994,24898262.6222677,5764825.67268996,10196754.0839163,27931855.9189771,11321479.8589465,18680144.5893388,16193687.6869307,38848284.1488898,32979890.2110778,42135723.8622999,
1208,M589T3572,17.4576822163749,1.07085316255869,0.333124028159306,0.381390495300305,588.523460505225,588.522878257803,588.523716422655,3572.29353,3565.476,3577.20078,4,1,3,0,469676.66043835,4662609.18402062,1678688.44197251,577405.371620849,1233289.59974807,5669137.14617008,76956.9849370897,224360745.19224,237291.382138369,7842143.33812635,9940711.95326768,7026507.96554243,1114328.28588574,41124.3765849119,219420.71602981,4151553.17822789,7288941.83483466,
1209,M432T3480,7.08739658313472,-1.07036638872428,0.333134864429907,0.487676281171558,432.235419350326,432.233984523829,432.235722261775,3479.8098,3473.58012,3485.78562,5,1,1,3,8553434.08561002,2312949.75486779,752036913.442179,8602763.27579433,3086055.84253473,138262588.699003,12274142.6802503,3083167.27384801,47160535.1276582,15338646.4837434,21168788.618896,29774441.1790498,6208485.47630322,114470958.255173,13520975.7266726,151225432.983497,224284766.063011,
1210,M720T1367,8.70721720874675,1.06969621834255,0.33315339699807,0.467065761974384,719.729285406612,719.729004171619,719.729513723716,1367.44281,1361.89632,1375.70262,4,0,1,3,186440.282387485,313497.060588151,0,0,0,579959.447139856,492415.188714671,592454.399936507,297324.990655684,6440.91643520508,0,8014260.41882193,958200.670211135,0,61477.2795113549,2116893.33337051,4965233.50200508,
1211,M429T3351,1.75132430967431,1.01942626216145,0.333258692866754,0.17728750421748601,429.232754377267,429.2326278096,429.233115352351,3351.44256,3347.98008,3354.87018,3,0,3,0,2505943.2357617,1978891.27109287,2445838.57619002,20205708.0097366,2476665.0991887,9377142.65635485,14190292.2145388,1198042.39827511,22663761.2286333,19368312.3402369,10408453.5964594,455603.790719903,8594475.15390466,1680460.02453219,2570863.35194261,693989.223401171,333455.888261137,
1212,M647T5412,3.74100097257799,-1.0629346659077,0.333285440287996,0.57835129896502,647.373099304252,647.371303456559,647.373658036924,5411.69208,5401.06968,5418.26742,5,2,3,0,8169319.53101534,3702838.93783591,183252544.444563,0,0,69996927.3076742,10886073.94692,1110007.26265252,0,17336788.3334373,4349113.34597128,37187186.12874,692325.042566273,0,644917.008780348,4252877.07937896,119627451.646768,
1213,M448T3137,3.80575882021042,1.05689403701096,0.333351979156096,0.494137946176785,448.229423495135,448.227330158275,448.22961120896,3136.75536,3130.28142,3139.9698,4,1,3,0,99909145.919748,30188258.5257657,1392806.66268655,1451572.30541187,1131788.83700231,7367028.65180695,165515397.181006,361576080.799411,3319286.24642349,3173253.90476927,2025315.48986518,2679480.79877811,160513180.521553,887429.726018437,1668305.80729657,12694600.7186309,9541540.8075399,
1214,M487T7176,67.6353083528125,1.07007971637888,0.333493523834149,0.526261424870437,486.627514933355,486.627355526586,486.627575028123,7175.8809,7174.6578,7179.54,4,0,3,1,219554.962705081,18029.7619023557,0,45625.4042494579,119794.426897207,128458.002675243,15941.0174022818,20604.1158996846,160634.996324658,1194412.87267041,1004401.84998943,33549639.1650569,225547.450479249,53453.738214844,66360.2471769991,160303.861940625,14938427.6175979,
1215,M536T4333,2.83342016506512,-1.06150961174497,0.333528188891684,0.313956468776673,535.913470973559,535.911683911441,535.91373316613,4332.69,4330.62534,4333.26324,3,0,3,0,1776910.83243614,2400689.04766662,79860198.8169251,5628756.257481,3950573.86019959,34629154.4511143,1527472.32898531,9281379.57465339,1213908.55585642,13850320.8293382,15723882.5409262,3665043.14225462,5216517.31486675,488827.864635777,0,8911324.66183722,7562220.3292485,
1216,M448T1899,3.00126733069148,-1.06191861767953,0.333535578387951,0.102573236127369,447.667198324182,447.667119335497,447.667496743457,1899.28554,1899.22782,1905.21816,3,0,0,3,729278.801170285,552690.773771739,33750028.432985,6907032.1389339,3138045.75071084,5296660.68606491,4700435.59546015,218724.429139862,2184998.98544334,0,3363417.70858234,6316578.45092754,6802360.29354404,3217982.97038936,16754780.3881132,27050493.3541704,30547388.0329697,
